Order Date,Segment,Market,Sales,Profit
2011-10-27,Consumer,APAC,2470.5,518.76
2013-07-02,Home Office,US,1499.95,449.985
2012-12-26,Home Office,APAC,877.02,105.24
2012-12-21,Consumer,US,1618.37,356.0414
2012-05-07,Home Office,APAC,1917.36,747.72
2011-01-08,Home Office,APAC,2173.5,260.82
2013-10-18,Home Office,US,1927.59,751.7601
2012-07-07,Consumer,Canada,1799.1,593.64
2011-06-18,Consumer,EU,1814.25,653.1
2012-01-10,Consumer,EU,1293.675,-776.325
2014-02-11,Corporate,EU,2477.55,1040.55
2013-08-13,Consumer,US,1399.944,52.4979
2012-04-12,Corporate,APAC,723.3,332.7
2014-01-03,Consumer,EU,2097.12,188.64
2013-02-12,Consumer,US,1350.12,175.5156
2014-12-13,Consumer,APAC,3242.88,421.56
2014-07-01,Consumer,US,1044.63,-295.9785
2014-10-04,Consumer,US,1793.98,843.1706
2014-10-07,Corporate,EU,597.36,226.92
2013-06-20,Corporate,EMEA,3955.14,1383.9
2014-07-11,Consumer,APAC,796.824,231.264
2014-04-24,Consumer,EU,2305.26,922.05
2011-05-04,Consumer,LATAM,2833.76,35.36
2011-10-06,Corporate,APAC,2077.32,581.64
2014-11-12,Consumer,LATAM,1916.88,939.26
2014-12-17,Corporate,LATAM,1212.5,606.2
2014-11-14,Consumer,US,2404.704,150.294
2013-04-05,Consumer,EU,1622.565,133.605
2014-09-19,Home Office,APAC,856.44,222.66
2013-08-22,Corporate,US,2887.056,180.441
2014-07-10,Corporate,EU,1361.043,196.533
2014-10-06,Corporate,APAC,3391.74,271.08
2013-06-01,Consumer,LATAM,2375.296,-207.844
2012-08-20,Corporate,Africa,889.02,320.04
2011-08-30,Consumer,EMEA,1782.48,873.36
2012-12-04,Consumer,EU,667.7685,274.9185
2014-10-13,Consumer,APAC,1612.845,394.245
2013-12-19,Home Office,EU,845.208,-9.492
2012-06-16,Consumer,APAC,2799.63,391.77
2013-08-20,Home Office,APAC,1549.1286,-56.1114
2012-06-21,Corporate,LATAM,1696.4,67.84
2012-05-23,Corporate,LATAM,935.5,168.3
2013-04-30,Corporate,EU,2036.8125,359.3025
2012-06-15,Corporate,EU,980.52,176.4
2013-12-18,Consumer,EU,1654.644,681.204
2014-11-20,Consumer,US,1525.188,-2287.782
2014-07-21,Consumer,APAC,2063.7684,141.1884
2013-02-08,Corporate,Africa,1457.28,568.32
2011-10-27,Consumer,APAC,1693.23,829.5
2014-01-14,Corporate,US,4164.05,83.281
2013-02-26,Consumer,LATAM,1411.2,405.72
2011-11-26,Consumer,EU,2039.796,-113.364
2012-08-20,Consumer,APAC,5737.5,630.99
2012-05-24,Consumer,APAC,1641.087,473.907
2011-11-04,Home Office,LATAM,1380.9,303.7
2011-09-22,Consumer,APAC,1917.0,690.12
2013-10-17,Consumer,APAC,823.5,172.92
2013-09-20,Home Office,US,872.32,244.2496
2013-06-05,Consumer,APAC,3180.75,1081.35
2013-05-14,Corporate,EU,2910.1875,-68.7225
2011-09-29,Home Office,US,2348.82,399.2994
2014-01-16,Consumer,US,1924.16,312.676
2013-10-21,Consumer,APAC,910.35,391.35
2014-08-11,Home Office,EU,856.68,274.08
2013-05-04,Corporate,LATAM,1731.072,-238.028
2013-07-15,Home Office,EU,1330.992,-103.608
2011-01-07,Home Office,US,2573.82,746.4078
2014-12-02,Corporate,LATAM,1914.08,669.76
2014-01-08,Home Office,LATAM,3393.12,101.76
2014-12-01,Consumer,US,1079.316,-15.4188
2014-06-27,Consumer,APAC,1446.6,665.4
2011-03-12,Consumer,APAC,3272.01,1537.83
2013-01-15,Home Office,APAC,3386.859,-597.681
2011-11-19,Corporate,EU,728.532,-133.728
2012-08-28,Corporate,APAC,2498.526,499.446
2014-12-24,Consumer,EMEA,2575.92,772.68
2012-06-16,Consumer,EU,2546.46,381.78
2013-07-11,Consumer,APAC,2888.76,173.25
2012-05-22,Home Office,APAC,1031.4,185.64
2014-08-05,Consumer,EU,1237.44,74.16
2014-08-12,Consumer,Africa,1018.32,183.24
2012-12-26,Consumer,EU,600.6,131.82
2013-01-05,Consumer,EU,2756.943,1163.883
2014-12-29,Corporate,APAC,1534.869,-102.411
2013-02-27,Consumer,APAC,1781.136,-134.064
2013-12-16,Home Office,APAC,6439.8,2447.1
2012-07-04,Consumer,LATAM,1363.2,-1806.24
2012-08-20,Consumer,EU,3315.27,961.38
2013-07-01,Consumer,US,1266.86,291.3778
2012-07-03,Corporate,EU,2123.028,124.788
2014-11-29,Home Office,EU,2478.84,272.58
2011-04-08,Consumer,APAC,1894.536,505.176
2013-05-09,Consumer,US,1006.056,88.0299
2013-10-05,Home Office,US,5399.91,2591.9568
2012-11-19,Consumer,APAC,1317.9,0.0
2014-09-01,Home Office,EU,1350.09,256.41
2013-11-04,Corporate,APAC,1839.18,238.98
2013-09-05,Consumer,US,2799.96,944.9865
2013-11-19,Consumer,EU,1908.18,820.44
2014-12-31,Corporate,LATAM,1264.466,301.466
2013-03-04,Consumer,US,3930.072,-786.0144
2012-02-02,Consumer,EU,965.16,463.26
2013-03-19,Consumer,EU,748.116,282.516
2012-03-21,Consumer,EU,943.866,209.706
2014-05-24,Corporate,APAC,1447.44,43.32
2013-06-14,Corporate,EU,1552.5,62.1
2011-10-14,Consumer,US,1999.96,624.9875
2014-06-02,Corporate,US,2405.2,793.716
2014-06-17,Consumer,US,1212.96,90.972
2013-12-09,Consumer,LATAM,919.26,266.58
2013-10-09,Corporate,LATAM,3045.84,1035.58
2013-10-16,Home Office,APAC,766.872,114.972
2011-12-24,Consumer,Africa,2880.18,115.2
2013-04-16,Consumer,LATAM,1403.36,449.04
2011-08-09,Consumer,LATAM,1819.104,500.184
2012-12-19,Home Office,US,2249.91,517.4793
2011-10-19,Home Office,APAC,2018.331,-576.909
2011-02-23,Corporate,APAC,2065.5,41.25
2011-03-10,Consumer,APAC,1274.16,382.2
2014-01-25,Consumer,APAC,2485.62,795.24
2014-06-18,Consumer,EU,1560.24,421.2
2011-12-24,Consumer,APAC,3271.2,1341.15
2013-01-08,Consumer,LATAM,751.488,-112.752
2013-01-04,Consumer,LATAM,2120.8,275.7
2014-01-31,Corporate,EU,2102.832,321.552
2011-11-04,Corporate,EU,820.488,183.288
2014-05-02,Consumer,US,2803.92,0.0
2011-06-22,Consumer,APAC,1718.172,610.812
2013-09-24,Corporate,Africa,553.44,16.56
2012-08-30,Corporate,EU,2794.2525,515.7525
2013-06-17,Consumer,EU,1242.54,345.15
2014-07-22,Corporate,US,1626.192,121.9644
2012-12-18,Consumer,APAC,1274.7,165.66
2013-09-25,Corporate,Africa,1553.76,730.26
2014-03-24,Consumer,LATAM,2205.568,689.088
2014-04-09,Corporate,US,2690.97,1264.7559
2011-12-03,Corporate,EU,3227.7,742.35
2014-05-28,Home Office,APAC,1395.0,237.15
2014-06-14,Consumer,EU,2291.835,-1128.435
2011-11-12,Consumer,Africa,1660.8,83.04
2013-05-31,Corporate,APAC,2436.672,-487.368
2014-02-18,Home Office,US,899.43,-12.849
2011-08-17,Corporate,EMEA,954.6,152.7
2012-03-06,Consumer,LATAM,1903.0,57.0
2012-11-02,Home Office,US,2621.322,553.3902
2014-08-06,Corporate,EU,1590.9,508.95
2014-06-18,Consumer,EMEA,1467.36,469.44
2014-12-31,Corporate,APAC,1091.2806,46.9206
2012-09-24,Home Office,LATAM,2014.3632,419.8032
2013-02-18,Consumer,Africa,3877.68,930.48
2014-11-04,Home Office,US,1673.184,20.9148
2012-09-17,Consumer,US,3083.43,-1665.0522
2014-11-24,Corporate,APAC,2863.35,858.9
2014-09-23,Home Office,APAC,2841.66,189.42
2014-11-04,Corporate,EU,765.459,-36.081
2014-09-01,Corporate,APAC,1887.84,0.0
2011-10-31,Consumer,US,742.336,83.5128
2011-09-30,Corporate,US,795.408,59.6556
2014-04-17,Consumer,LATAM,1801.6,180.1
2013-03-08,Corporate,EU,779.28,-0.12
2011-02-25,Consumer,Africa,613.26,202.32
2014-12-03,Consumer,US,979.95,284.1855
2014-09-16,Home Office,APAC,1837.56,275.52
2013-07-08,Consumer,EU,3979.29,1989.54
2013-06-05,Consumer,US,1349.85,364.4595
2013-12-31,Consumer,LATAM,1198.2986,165.5986
2012-03-26,Corporate,US,3393.68,610.8624
2014-01-29,Consumer,APAC,1864.215,455.565
2011-09-08,Corporate,EMEA,1142.64,-571.32
2014-02-17,Corporate,EU,1630.8,18.0
2012-05-30,Consumer,EMEA,1172.664,-1172.736
2013-01-02,Corporate,EMEA,2021.88,323.4
2012-11-23,Corporate,LATAM,836.928,230.128
2014-04-11,Consumer,EMEA,1302.78,286.56
2012-08-03,Consumer,Africa,2243.88,246.72
2014-11-18,Home Office,APAC,1221.561,325.611
2011-12-13,Consumer,APAC,1609.29,241.38
2014-06-20,Corporate,APAC,1596.51,-53.37
2014-11-03,Corporate,US,975.92,292.776
2013-05-21,Home Office,APAC,2018.88,928.44
2014-10-03,Consumer,Africa,1885.32,18.72
2011-12-26,Corporate,EU,3119.34,1528.38
2014-09-24,Home Office,EU,1964.25,21.69
2011-08-27,Corporate,US,1202.94,300.735
2014-08-26,Home Office,APAC,1653.804,-689.256
2014-11-18,Consumer,EMEA,621.0,180.06
2012-12-01,Consumer,APAC,2673.81,26.73
2014-09-06,Home Office,EU,1307.97,536.22
2014-09-30,Consumer,EU,1145.232,-706.248
2014-10-14,Consumer,US,1504.52,346.0396
2012-09-26,Home Office,LATAM,1902.10816,872.82816
2014-12-30,Corporate,EU,1913.4,899.1
2014-01-20,Consumer,Africa,1854.72,778.92
2013-07-15,Consumer,EU,2958.984,953.274
2011-02-28,Home Office,APAC,810.72,-599.94
2014-03-31,Consumer,EU,2953.584,754.704
2013-06-03,Corporate,EU,2593.8,1141.2
2013-03-05,Consumer,APAC,2051.013,667.113
2014-11-20,Corporate,US,2504.74,626.185
2014-10-15,Consumer,EU,1318.65,567.0
2011-05-23,Consumer,APAC,1120.77,55.89
2011-11-01,Consumer,US,1983.968,247.996
2014-08-29,Consumer,LATAM,3044.8,91.2
2014-06-21,Home Office,EU,656.856,94.836
2014-05-08,Consumer,EU,2518.95,1032.57
2013-08-19,Home Office,Africa,1669.248,-1558.152
2013-06-27,Consumer,EU,2476.08,1015.02
2011-12-31,Home Office,US,1687.8,742.632
2011-01-24,Corporate,EMEA,1302.78,286.56
2014-12-04,Home Office,APAC,2125.32,148.68
2013-06-28,Corporate,EU,1954.44,781.74
2012-05-24,Consumer,LATAM,856.92,222.76
2014-12-08,Corporate,APAC,3696.0315,756.8715
2012-12-11,Consumer,APAC,1302.96,182.4
2014-03-05,Home Office,EMEA,1136.664,-880.956
2014-06-02,Consumer,APAC,1043.9304,-295.5096
2013-06-25,Consumer,APAC,1720.116,382.176
2011-09-27,Home Office,Africa,1253.76,200.52
2013-06-05,Home Office,LATAM,2180.244,-690.536
2013-10-16,Consumer,EU,1306.467,107.487
2013-12-22,Consumer,Canada,1704.96,272.52
2014-11-10,Corporate,US,1633.14,473.6106
2014-11-21,Consumer,LATAM,775.536,213.216
2012-11-10,Corporate,EU,2012.049,-1021.671
2011-06-08,Home Office,APAC,2166.8976,391.4976
2014-04-07,Corporate,APAC,3271.2,1341.15
2011-10-18,Home Office,LATAM,755.80536,195.34536
2012-04-25,Corporate,Africa,2182.68,327.24
2012-08-31,Corporate,APAC,1285.56,51.42
2012-04-18,Home Office,LATAM,1479.36,103.44
2013-12-20,Consumer,LATAM,740.184,-407.136
2013-06-04,Corporate,EU,1533.15,505.8
2012-06-25,Consumer,EMEA,2563.92,820.32
2012-08-16,Corporate,APAC,2897.91,901.56
2014-08-14,Corporate,APAC,1582.11,-886.05
2014-06-09,Home Office,US,1497.666,140.9568
2013-09-03,Consumer,LATAM,2616.96,26.16
2014-05-29,Consumer,EU,1399.113,108.783
2013-06-24,Corporate,EU,3421.71,1060.56
2011-06-21,Consumer,US,1322.93,357.1911
2014-05-08,Consumer,LATAM,820.08,98.28
2013-11-12,Corporate,US,2678.94,241.1046
2014-02-13,Home Office,EMEA,1198.56,359.52
2014-11-28,Consumer,APAC,1832.607,-445.113
2012-08-24,Consumer,EU,1857.06,639.51
2014-08-02,Corporate,Africa,1752.6,455.64
2013-11-28,Consumer,APAC,1850.46,259.02
2011-08-19,Corporate,APAC,2337.15,1098.45
2014-03-13,Corporate,EU,788.4,291.6
2013-04-04,Corporate,EU,715.53,100.98
2014-09-05,Consumer,US,1478.272,92.392
2014-05-17,Consumer,APAC,3094.56,1423.44
2013-04-23,Corporate,LATAM,882.0324,148.3524
2014-03-14,Home Office,US,959.984,335.9944
2012-09-14,Corporate,APAC,953.82,-81.81
2014-09-26,Corporate,APAC,2871.54,57.33
2012-10-05,Home Office,APAC,2544.6,865.08
2014-10-29,Consumer,APAC,886.1412,106.7412
2011-11-23,Consumer,APAC,473.847,-5.853
2014-12-10,Consumer,Africa,1767.6,0.0
2011-12-09,Corporate,LATAM,780.608,-0.032
2013-12-12,Consumer,US,892.136,111.517
2013-12-17,Corporate,EU,2711.7,1220.25
2014-04-14,Consumer,EU,2111.97,190.05
2014-12-20,Corporate,APAC,1189.2825,-396.4275
2013-09-17,Consumer,APAC,1908.45,534.33
2013-12-19,Corporate,US,1793.98,843.1706
2014-10-22,Corporate,US,909.12,9.0912
2012-12-26,Home Office,APAC,1854.9297,-1294.3503
2013-10-11,Home Office,APAC,924.66,397.53
2012-04-25,Consumer,APAC,1760.43,-326.97
2014-06-23,Corporate,EMEA,827.28,397.08
2012-11-28,Consumer,LATAM,1510.96,509.86
2014-06-27,Corporate,APAC,2098.32,860.16
2014-06-26,Consumer,LATAM,1938.24,-96.96
2012-09-17,Consumer,EU,803.52,-495.63
2013-11-28,Corporate,APAC,1391.76,97.38
2014-09-15,Corporate,US,942.784,94.2784
2014-07-23,Consumer,APAC,952.29,-53.01
2014-09-04,Consumer,EU,2927.28,146.16
2012-12-06,Consumer,US,1619.91,97.1946
2013-12-24,Corporate,US,1999.96,899.982
2014-01-18,Home Office,APAC,2117.22,-1736.28
2012-12-10,Home Office,US,799.984,249.995
2014-06-26,Consumer,APAC,2747.7,82.26
2012-01-26,Consumer,APAC,1014.72,141.96
2012-07-07,Consumer,APAC,1591.56,79.56
2011-11-28,Consumer,LATAM,533.22,69.3
2014-11-27,Home Office,LATAM,2124.5,488.6
2012-12-07,Consumer,APAC,1053.8676,-152.4924
2012-03-20,Corporate,US,1087.936,353.5792
2012-12-17,Corporate,EU,1248.84,249.72
2013-11-19,Consumer,LATAM,2040.92,959.14
2014-09-02,Consumer,EU,1068.714,-0.126
2014-05-16,Corporate,LATAM,875.22,139.98
2013-11-05,Consumer,APAC,1403.082,296.082
2011-11-07,Corporate,EMEA,1743.96,714.96
2013-04-09,Corporate,EMEA,1071.84,310.8
2014-06-12,Consumer,EU,925.02,-447.18
2013-06-10,Consumer,LATAM,1682.748,-813.492
2014-07-05,Consumer,APAC,1944.9,291.6
2013-05-01,Consumer,APAC,3040.8,1155.36
2012-12-15,Consumer,US,1799.994,-2639.9912
2012-11-06,Consumer,LATAM,1003.34928,178.94928
2014-09-05,Corporate,US,825.174,-117.882
2011-09-15,Home Office,APAC,808.731,-0.189
2013-12-26,Consumer,EU,2764.3275,-195.4425
2013-12-26,Consumer,US,2563.056,313.2624
2014-09-02,Consumer,EMEA,457.14,169.14
2012-04-04,Consumer,US,599.98,209.993
2013-06-25,Consumer,APAC,1933.2,-128.88
2011-06-26,Consumer,EU,704.052,312.912
2014-09-24,Corporate,EU,1355.13,-60.27
2011-03-18,Home Office,US,1198.33,70.49
2012-10-31,Consumer,US,1295.84,145.782
2013-10-04,Consumer,APAC,2819.52,338.22
2012-11-08,Home Office,APAC,2571.12,102.84
2012-01-28,Consumer,Africa,976.08,292.8
2012-12-19,Consumer,APAC,607.32,115.32
2014-12-03,Corporate,US,1159.056,43.4646
2013-12-04,Consumer,US,1649.95,659.98
2014-12-17,Corporate,LATAM,1697.584,-63.756
2011-11-16,Home Office,APAC,2063.4,123.75
2013-10-18,Consumer,EU,632.043,7.263
2014-10-09,Consumer,APAC,2906.4,1220.52
2014-03-24,Consumer,APAC,2572.74,1080.54
2014-01-04,Consumer,US,2022.272,682.5168
2012-12-31,Consumer,EU,1583.82,126.63
2012-12-01,Home Office,US,2003.92,125.245
2012-11-14,Corporate,US,826.11,322.1829
2014-04-09,Consumer,APAC,1656.72,-110.52
2014-10-04,Consumer,APAC,2015.496,850.836
2012-11-10,Consumer,EU,2219.184,24.624
2014-10-17,Corporate,APAC,2533.92,278.64
2014-12-04,Consumer,LATAM,1410.4,-88.2
2012-10-25,Consumer,APAC,1773.72,44.22
2011-09-21,Consumer,Africa,1377.9,289.2
2011-11-11,Consumer,LATAM,2582.16,516.36
2011-10-04,Consumer,US,589.41,-6.549
2012-03-13,Corporate,EU,1257.456,-29.664
2013-04-07,Home Office,US,1294.75,336.635
2011-12-29,Consumer,LATAM,2429.44,534.4
2014-10-22,Home Office,US,1439.92,374.3792
2014-01-28,Consumer,EU,977.022,271.332
2013-11-13,Corporate,EU,2891.7,1188.81
2013-03-18,Consumer,US,901.95,297.6435
2012-08-15,Corporate,APAC,2042.82,-136.26
2014-07-14,Corporate,LATAM,997.8004,327.9004
2012-01-13,Corporate,APAC,1411.344,486.054
2012-04-25,Consumer,EMEA,1647.0,625.8
2012-05-07,Consumer,APAC,972.567,194.427
2013-10-14,Consumer,APAC,1313.712,102.072
2011-08-08,Corporate,APAC,1273.56,573.0
2011-12-17,Consumer,EU,1908.18,820.44
2011-02-12,Consumer,US,1256.22,75.3732
2011-11-15,Consumer,APAC,2398.374,-1479.126
2012-11-05,Consumer,EMEA,680.28,231.24
2012-01-07,Corporate,EU,964.08,337.41
2014-10-06,Corporate,US,5199.96,1351.9896
2011-09-23,Home Office,APAC,1709.235,588.735
2012-08-28,Consumer,EMEA,929.34,65.04
2014-08-28,Corporate,US,1119.888,209.979
2011-09-21,Consumer,US,1799.97,701.9883
2014-06-17,Corporate,APAC,2383.857,794.577
2012-06-05,Corporate,EU,1891.5,832.2
2013-05-03,Corporate,LATAM,912.24,68.4
2013-10-02,Home Office,LATAM,947.22176,377.70176
2011-12-15,Consumer,EU,1983.015,616.815
2012-10-25,Consumer,LATAM,2146.6,429.3
2013-02-18,Corporate,EU,2879.82,1295.73
2014-09-11,Corporate,EU,1622.01,-623.94
2013-10-15,Consumer,EU,1503.684,284.004
2013-04-03,Corporate,US,1454.9,378.274
2013-10-16,Corporate,APAC,893.5614,247.6014
2014-03-11,Consumer,LATAM,1143.44,320.16
2014-09-17,Home Office,Africa,2280.6,136.8
2011-11-04,Corporate,LATAM,1401.84,126.16
2014-09-29,Corporate,EU,2088.24,83.52
2014-07-09,Home Office,APAC,2194.53,438.75
2012-03-19,Corporate,EU,1527.12,474.96
2013-06-13,Home Office,APAC,972.615,-486.465
2013-08-31,Corporate,EU,794.7,174.78
2013-05-24,Consumer,APAC,2761.2,110.34
2011-06-29,Corporate,EMEA,3312.24,1622.88
2011-12-14,Consumer,LATAM,825.792,41.232
2014-09-17,Consumer,US,538.194,-412.6154
2013-08-12,Consumer,APAC,3180.3,381.6
2012-09-10,Home Office,APAC,1860.0,316.2
2013-06-11,Corporate,APAC,2582.16,361.44
2013-10-24,Home Office,APAC,881.1,184.95
2013-06-11,Consumer,EU,1622.1825,324.3825
2012-09-20,Consumer,EU,1677.186,521.766
2014-05-15,Corporate,APAC,1001.88,230.4
2011-09-19,Corporate,US,2519.958,-251.9958
2011-12-10,Corporate,EU,554.526,-0.054
2013-10-18,Consumer,LATAM,2120.8,275.7
2013-11-29,Corporate,EMEA,1531.2,45.9
2014-12-24,Consumer,EMEA,1572.84,141.48
2012-02-06,Consumer,APAC,1236.33,519.21
2013-06-07,Home Office,US,3023.928,226.7946
2014-08-28,Consumer,APAC,759.66,311.46
2013-02-09,Corporate,APAC,2951.991,-632.799
2014-09-03,Corporate,US,1282.41,213.735
2011-05-12,Home Office,EU,627.276,-135.144
2013-10-29,Corporate,US,756.8,75.68
2013-08-12,Home Office,EMEA,553.92,22.08
2014-06-24,Consumer,EU,3873.24,890.82
2014-01-31,Corporate,APAC,791.19,126.54
2014-05-26,Corporate,APAC,2470.5,518.76
2011-10-26,Consumer,LATAM,2120.7,63.6
2014-01-28,Home Office,APAC,759.06,15.12
2013-05-22,Consumer,APAC,1581.03,790.47
2011-08-12,Home Office,APAC,1161.1971,-147.5229
2011-05-03,Consumer,Africa,642.72,224.94
2013-08-26,Corporate,LATAM,1308.48,13.08
2012-10-01,Consumer,APAC,3547.44,780.24
2013-06-25,Consumer,APAC,724.8,333.36
2011-04-25,Home Office,US,1487.04,148.704
2014-04-21,Consumer,LATAM,803.52,80.28
2013-05-31,Corporate,US,839.988,69.999
2014-03-28,Consumer,LATAM,1011.696,126.336
2014-09-08,Consumer,LATAM,2419.2,411.18
2013-11-18,Consumer,LATAM,803.04,180.64
2014-10-17,Corporate,LATAM,1773.72,212.76
2014-04-16,Corporate,EU,777.24,170.88
2012-03-07,Home Office,EU,1893.3,927.6
2012-06-18,Consumer,APAC,689.094,-53.886
2011-07-14,Consumer,EU,737.91,-8.37
2013-05-30,Consumer,EU,2570.76,976.8
2013-06-17,Home Office,EU,1199.76,479.88
2014-03-26,Consumer,APAC,3216.24,96.39
2011-09-15,Consumer,LATAM,1274.24,-127.46
2012-09-20,Consumer,EU,2145.72,364.68
2014-08-18,Corporate,US,895.92,302.373
2011-12-17,Corporate,APAC,882.15,114.6
2014-08-19,Corporate,US,2793.528,942.8157
2011-08-21,Consumer,EU,895.05,178.95
2012-09-24,Corporate,EMEA,1570.176,104.616
2014-04-01,Consumer,APAC,2614.689,-821.961
2013-08-10,Consumer,US,569.536,64.0728
2013-10-17,Consumer,APAC,636.78,286.5
2013-01-19,Corporate,LATAM,2751.2,110.0
2014-12-10,Corporate,APAC,1587.0015,-76.5585
2011-06-01,Home Office,APAC,1037.7096,298.5096
2013-11-14,Home Office,US,2279.96,592.7896
2014-10-03,Consumer,Africa,1487.4,728.7
2014-10-09,Consumer,LATAM,908.608,-193.152
2014-10-16,Consumer,APAC,1241.001,124.011
2011-09-08,Consumer,EU,1121.688,124.578
2013-01-22,Consumer,APAC,1838.52,349.2
2014-11-11,Corporate,US,899.136,-146.1096
2013-10-26,Corporate,US,783.96,78.396
2011-08-03,Consumer,APAC,2605.392,-553.878
2013-05-01,Corporate,APAC,803.52,48.06
2013-10-10,Consumer,LATAM,584.2,239.52
2013-10-25,Consumer,APAC,1679.616,-149.364
2013-10-22,Home Office,APAC,1148.7825,172.9125
2011-02-12,Consumer,Africa,681.72,327.12
2013-08-21,Corporate,APAC,3633.9,108.9
2012-01-02,Corporate,APAC,1229.6865,399.9765
2011-06-22,Corporate,APAC,2637.0,184.5
2013-05-28,Consumer,APAC,1764.165,127.335
2014-08-14,Consumer,EU,757.32,371.04
2014-10-24,Consumer,APAC,3720.0,632.4
2014-11-26,Consumer,Africa,985.2,78.72
2012-09-07,Consumer,EU,2367.954,920.754
2011-06-10,Consumer,EU,837.864,-27.936
2011-03-31,Consumer,EMEA,824.22,255.48
2014-11-05,Consumer,APAC,723.66,101.22
2013-11-22,Corporate,EU,4618.215,923.535
2014-03-18,Corporate,LATAM,1212.56,-45.54
2011-09-09,Consumer,US,1299.99,-571.9956
2014-08-29,Consumer,LATAM,1075.44,182.82
2012-10-05,Consumer,APAC,883.95,234.27
2011-09-23,Consumer,EU,1209.84,241.89
2013-01-04,Corporate,APAC,1926.72,308.16
2013-10-07,Home Office,US,703.71,-938.28
2013-12-10,Corporate,LATAM,804.768,150.888
2011-11-18,Consumer,APAC,470.112,39.552
2012-11-29,Consumer,Africa,1447.44,506.52
2014-01-29,Consumer,APAC,1028.16,274.08
2013-03-20,Corporate,Africa,1519.32,182.28
2011-05-19,Consumer,APAC,935.172,20.622
2014-08-15,Consumer,EU,3256.95,716.4
2013-10-16,Home Office,APAC,952.722,-428.868
2012-09-29,Corporate,LATAM,2968.7,118.72
2012-06-20,Corporate,EU,2584.386,660.366
2014-11-18,Corporate,APAC,891.756,207.996
2012-04-18,Corporate,APAC,1134.81,453.87
2011-11-30,Corporate,APAC,634.8,171.3
2014-09-17,Consumer,LATAM,722.36,50.56
2013-09-20,Consumer,LATAM,491.136,141.176
2013-02-05,Consumer,EU,2842.83,255.69
2014-01-23,Consumer,EU,642.72,224.94
2014-12-01,Consumer,LATAM,947.22,-236.88
2011-02-24,Corporate,EU,2076.0,103.8
2012-11-10,Consumer,EU,1309.203,494.403
2011-06-25,Consumer,APAC,2266.1475,-0.0525
2012-09-29,Consumer,EU,1081.71,89.07
2012-11-01,Consumer,APAC,3606.336,1202.016
2013-07-10,Consumer,APAC,2367.36,604.86
2014-11-20,Consumer,APAC,1113.264,-705.096
2012-03-07,Consumer,EU,1285.44,449.88
2012-09-04,Corporate,EMEA,1718.1,68.7
2014-11-10,Corporate,US,544.38,157.8702
2012-09-28,Consumer,EU,1971.675,350.475
2011-06-06,Corporate,EU,578.238,129.198
2013-12-19,Home Office,US,900.08,117.0104
2011-12-03,Consumer,LATAM,755.0868,225.4668
2013-06-07,Consumer,US,714.3,207.147
2014-10-16,Corporate,US,510.24,6.378
2014-12-15,Consumer,LATAM,498.36,9.96
2013-07-04,Home Office,EU,2069.55,186.06
2011-08-19,Corporate,APAC,1836.0,238.68
2014-05-31,Corporate,APAC,1001.7,250.38
2013-01-09,Consumer,EMEA,624.42,124.86
2014-12-04,Home Office,APAC,859.68,28.56
2013-08-05,Corporate,APAC,750.195,-41.805
2014-07-22,Home Office,APAC,1269.9,558.72
2013-05-06,Consumer,EU,535.653,232.083
2012-12-25,Consumer,APAC,2182.68,174.6
2012-12-07,Consumer,Africa,1181.88,236.34
2014-06-23,Corporate,APAC,2614.689,-821.961
2011-09-01,Consumer,APAC,1429.05,371.49
2011-04-30,Consumer,US,826.0,214.76
2012-12-27,Consumer,APAC,1431.3375,171.6975
2012-09-01,Consumer,US,959.984,335.9944
2013-09-11,Home Office,APAC,3407.94,613.17
2012-09-15,Home Office,LATAM,752.21256,126.59256
2014-02-10,Corporate,APAC,1584.387,381.717
2012-12-30,Consumer,US,2548.56,286.713
2013-12-31,Consumer,EU,781.02,140.58
2014-12-03,Consumer,APAC,1559.16,405.36
2014-11-20,Consumer,APAC,771.228,-321.372
2014-10-08,Consumer,Canada,967.32,270.72
2014-10-07,Corporate,APAC,1241.001,124.011
2011-06-17,Consumer,US,3266.376,1061.5722
2013-08-06,Consumer,EU,1352.376,14.976
2011-07-22,Home Office,EU,1508.04,331.68
2011-06-15,Consumer,EU,738.63,-177.39
2013-02-01,Consumer,EU,694.47,-458.43
2012-12-20,Consumer,EU,874.02,340.83
2014-12-23,Consumer,US,629.958,94.4937
